Datum,Ort,NS,NS_flag,LF,LF_flag,pH,pH_flag,NH4,NH4_flag,Na,Na_flag,K,K_flag,Ca,Ca_flag,Mg,Mg_flag,Cl,Cl_flag,NO3,NO3_flag,SO4,SO4_flag,Pb,Pb_flag,Cd,Cd_flag
2015-12-18,LI,2.5,1.0,48.9,1.0,4.15,1.0,0.445,1.0,0.094,1.0,0.299,1.0,0.495,1.0,0.088,1.0,0.196,1.0,7.542,1.0,0.761,1.0,,7.0,,7.0
2015-12-20,DR,0.5,1.0,20.9,1.0,5.08,1.0,1.498,1.0,0.226,1.0,0.148,1.0,0.457,1.0,0.073,1.0,0.287,1.0,5.233,1.0,1.551,1.0,,7.0,,7.0
2015-12-21,LI,0.2,1.0,,7.0,,7.0,0.351,1.0,0.464,1.0,0.363,1.0,0.662,1.0,0.095,1.0,0.414,1.0,5.213,1.0,0.723,1.0,,7.0,,7.0
2015-12-31,NH,1.8,1.0,28.0,1.0,7.11,1.0,1.27,1.0,0.27,1.0,0.57,1.0,3.3,1.0,0.4,1.0,0.52,1.0,4.03,1.0,1.8,1.0,0.000175,1.0,0.0001,1.0
2015-12-31,GS,0.7,1.0,13.14,1.0,4.98,1.0,0.102,1.0,0.342,1.0,0.152,1.0,0.495,1.0,0.082,1.0,0.646,1.0,2.237,1.0,0.498,1.0,,7.0,,7.0
2015-12-31,SO,1.5,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2015-12-31,LI,0.3,1.0,31.2,1.0,6.3,1.0,0.183,1.0,0.797,1.0,0.965,1.0,0.898,1.0,0.082,1.0,1.104,1.0,3.578,1.0,0.599,1.0,,7.0,,7.0
2015-12-31,HF,2.5996533795493937,1.0,15.4,1.0,6.38,1.0,0.23,1.0,0.614,1.0,0.0799,1.0,1.199,1.0,0.377,1.0,0.87,1.0,1.35,1.0,0.47,1.0,,7.0,,7.0
2016-01-01,NB,3.321779318313114,1.0,11.7,1.0,5.95,1.0,0.446,1.0,0.839,1.0,0.1379,1.0,0.366,1.0,0.059,1.0,0.012,1.0,0.05,1.0,0.012,1.0,,7.0,,7.0
2016-01-02,HF,9.185441941074524,1.0,4.7,1.0,6.22,1.0,0.162,1.0,0.064,1.0,0.025,1.0,0.235,1.0,0.055,1.0,0.05,1.0,0.71,1.0,0.12,1.0,,7.0,,7.0
2016-01-02,AF,2.1,1.0,16.22,1.0,5.17,1.0,0.679,1.0,0.119,1.0,0.153,1.0,0.569,1.0,0.119,1.0,0.163,1.0,3.12,1.0,1.667,1.0,,7.0,,7.0
2016-01-02,GS,2.6,1.0,7.72,1.0,5.6,1.0,0.137,1.0,0.126,1.0,0.081,1.0,0.508,1.0,0.06,1.0,0.298,1.0,1.483,1.0,0.28,1.0,,7.0,,7.0
2016-01-02,LU,1.1,1.0,9.8,1.0,5.98,1.0,0.612,1.0,0.174,1.0,0.226,1.0,0.345,1.0,0.067,1.0,0.264,1.0,1.908,1.0,0.78,1.0,,7.0,,7.0
2016-01-02,IV,2.3108030040439056,1.0,6.6,1.0,6.16,1.0,0.676,1.0,0.025,1.0,0.1044,1.0,0.025,1.0,0.02,1.0,0.05,1.0,0.69,1.0,0.12,1.0,,7.0,,7.0
2016-01-02,SO,8.2,1.0,5.72,1.0,5.9,1.0,0.161,1.0,0.056,1.0,0.059,1.0,0.384,1.0,0.046,1.0,0.05,1.0,0.977,1.0,0.365,1.0,0.00125,1.0,0.03,1.0
2016-01-02,NB,12.651646447140385,1.0,4.8,1.0,5.63,1.0,0.178,1.0,0.063,1.0,0.0533,1.0,0.025,1.0,0.013,1.0,0.1,1.0,0.76,1.0,0.15,1.0,,7.0,,7.0
2016-01-02,NH,3.5,1.0,11.0,1.0,6.82,1.0,0.94,1.0,0.22,1.0,0.1,1.0,1.7,1.0,0.28,1.0,0.23,1.0,2.79,1.0,1.1,1.0,0.000175,1.0,0.0001,1.0
2016-01-03,LU,1.6,1.0,6.05,1.0,5.23,1.0,0.12,1.0,0.091,1.0,0.068,1.0,0.155,1.0,0.034,1.0,0.104,1.0,1.15,1.0,0.135,1.0,,7.0,,7.0
2016-01-03,IV,1.1554015020219528,1.0,,7.0,,7.0,0.802,1.0,0.063,1.0,0.1231,1.0,0.069,1.0,0.032,1.0,0.11,1.0,0.68,1.0,0.12,1.0,,7.0,,7.0
2016-01-03,SO,5.0,1.0,2.01,1.0,5.63,1.0,0.01,1.0,0.016,1.0,0.01,1.0,0.111,1.0,0.011,1.0,0.01,1.0,0.058,1.0,0.014,1.0,0.00028,1.0,0.03,1.0
2016-01-03,DR,1.7,1.0,17.45,1.0,6.02,1.0,1.479,1.0,0.299,1.0,0.311,1.0,0.392,1.0,0.067,1.0,0.471,1.0,3.738,1.0,1.601,1.0,,7.0,,7.0
2016-01-03,HF,1.0976314269208551,1.0,5.3,1.0,6.09,1.0,0.212,1.0,,7.0,,7.0,,7.0,,7.0,0.11,1.0,0.72,1.0,0.12,1.0,,7.0,,7.0
2016-01-03,GS,1.4,1.0,6.21,1.0,5.28,1.0,0.01,1.0,0.188,1.0,0.067,1.0,0.257,1.0,0.036,1.0,0.292,1.0,0.855,1.0,0.286,1.0,,7.0,,7.0
2016-01-04,SO,5.5,1.0,1.93,1.0,5.91,1.0,0.01,1.0,0.083,1.0,0.015,1.0,0.105,1.0,0.01,1.0,0.015,1.0,0.042,1.0,0.01,1.0,0.0004199999999999,1.0,0.01,1.0
2016-01-04,LU,5.9,1.0,8.14,1.0,5.34,1.0,0.293,1.0,0.266,1.0,0.071,1.0,0.256,1.0,0.041,1.0,0.465,1.0,1.231,1.0,0.513,1.0,,7.0,,7.0
2016-01-04,OS,5.5,1.0,21.1,1.0,6.87,1.0,1.656,1.0,0.204,1.0,1.235,1.0,0.517,1.0,0.153,1.0,0.156,1.0,2.122,1.0,1.526,1.0,,7.0,,7.0
2016-01-04,HF,13.258232235701907,1.0,3.6,1.0,6.06,1.0,0.1,1.0,0.115,1.0,0.025,1.0,0.178,1.0,0.052,1.0,0.13,1.0,0.3,1.0,0.14,1.0,,7.0,,7.0
2016-01-04,LI,2.2,1.0,44.0,1.0,4.68,1.0,1.964,1.0,0.279,1.0,0.729,1.0,0.784,1.0,0.215,1.0,0.407,1.0,10.318,1.0,1.711,1.0,,7.0,,7.0
2016-01-04,HG,1.1,1.0,17.1,1.0,4.82,1.0,0.818,1.0,0.026,1.0,0.07,1.0,0.199,1.0,0.025,1.0,0.12,1.0,2.186,1.0,1.572,1.0,,7.0,,7.0
2016-01-05,LI,0.4,1.0,39.3,1.0,4.95,1.0,1.943,1.0,0.399,1.0,0.728,1.0,0.838,1.0,0.217,1.0,0.459,1.0,9.667,1.0,1.704,1.0,,7.0,,7.0
2016-01-05,AF,1.6,1.0,13.65,1.0,5.29,1.0,0.533,1.0,0.116,1.0,0.159,1.0,0.556,1.0,0.131,1.0,0.165,1.0,2.281,1.0,1.564,1.0,,7.0,,7.0
2016-01-05,HF,0.8665511265164645,1.0,4.5,1.0,5.9,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.18,1.0,0.47,1.0,0.2,1.0,,7.0,,7.0
2016-01-06,NH,1.1,1.0,,7.0,,7.0,2.31,1.0,0.31,1.0,0.32,1.0,1.4,1.0,0.27,1.0,0.41,1.0,4.87,1.0,1.3,1.0,0.000175,1.0,3.5e-05,1.0
2016-01-06,GS,2.6,1.0,8.53,1.0,5.29,1.0,0.04,1.0,0.243,1.0,0.109,1.0,0.374,1.0,0.055,1.0,0.449,1.0,1.458,1.0,0.199,1.0,,7.0,,7.0
2016-01-06,SO,5.9,1.0,2.72,1.0,5.53,1.0,0.013,1.0,0.037,1.0,0.014,1.0,0.128,1.0,0.013,1.0,0.035,1.0,0.171,1.0,0.038,1.0,0.00032,1.0,0.02,1.0
2016-01-06,HF,0.317735413056037,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.28,1.0,1.24,1.0,0.22,1.0,,7.0,,7.0
2016-01-06,LU,1.9,1.0,19.91,1.0,4.67,1.0,0.34,1.0,0.447,1.0,0.099,1.0,0.357,1.0,0.092,1.0,0.635,1.0,3.721,1.0,0.464,1.0,,7.0,,7.0
2016-01-07,IV,0.4332755632582322,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.17,1.0,0.72,1.0,0.23,1.0,,7.0,,7.0
2016-01-07,GS,2.0,1.0,7.28,1.0,5.47,1.0,0.111,1.0,0.155,1.0,0.198,1.0,0.286,1.0,0.041,1.0,0.243,1.0,1.25,1.0,0.35,1.0,,7.0,,7.0
2016-01-07,SO,3.5,1.0,2.05,1.0,5.79,1.0,0.01,1.0,0.033,1.0,0.01,1.0,0.157,1.0,0.014,1.0,0.027,1.0,0.135,1.0,0.054,1.0,0.00055,1.0,0.02,1.0
2016-01-07,WW,3.7550548815713465,1.0,13.0,1.0,6.51,1.0,0.8357142857142857,1.0,0.1,1.0,0.24,1.0,1.0,1.0,0.29,1.0,0.1,1.0,2.17,1.0,0.23,1.0,0.000175,1.0,3.5e-05,1.0
2016-01-07,HF,5.63258232235702,1.0,4.9,1.0,5.95,1.0,0.125,1.0,0.098,1.0,0.025,1.0,0.299,1.0,0.088,1.0,0.12,1.0,0.55,1.0,0.14,1.0,,7.0,,7.0
2016-01-07,NB,5.054881571346043,1.0,8.4,1.0,5.54,1.0,0.354,1.0,0.316,1.0,0.025,1.0,0.182,1.0,0.051,1.0,0.57,1.0,1.53,1.0,0.22,1.0,,7.0,,7.0
2016-01-08,GS,0.7,1.0,9.73,1.0,5.94,1.0,0.159,1.0,0.32,1.0,0.206,1.0,0.632,1.0,0.076,1.0,0.803,1.0,1.191,1.0,0.42,1.0,,7.0,,7.0
2016-01-08,LI,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.804,1.0,7.62,1.0,1.741,1.0,,7.0,,7.0
2016-01-08,HF,4.563835932986713,1.0,4.4,1.0,5.86,1.0,0.115,1.0,0.139,1.0,0.025,1.0,0.155,1.0,0.056,1.0,0.23,1.0,0.72,1.0,0.16,1.0,,7.0,,7.0
2016-01-08,DR,5.0,1.0,23.2,1.0,4.93,1.0,1.362,1.0,0.192,1.0,0.155,1.0,0.613,1.0,0.112,1.0,0.274,1.0,4.471,1.0,2.397,1.0,,7.0,,7.0
2016-01-08,NH,4.0,1.0,17.0,1.0,6.69,1.0,0.66,1.0,0.1,1.0,0.1,1.0,1.0,1.0,0.2,1.0,0.1,1.0,1.46,1.0,0.55,1.0,0.000175,1.0,3.5e-05,1.0
2016-01-08,HG,1.1,1.0,50.3,1.0,4.47,1.0,2.77,1.0,0.261,1.0,0.369,1.0,0.798,1.0,0.095,1.0,0.547,1.0,9.281,1.0,4.822,1.0,,7.0,,7.0
2016-01-09,NB,6.556903523974582,1.0,4.7,1.0,5.35,1.0,0.161,1.0,0.051,1.0,0.025,1.0,0.116,1.0,0.019,1.0,0.19,1.0,0.71,1.0,0.05,1.0,,7.0,,7.0
2016-01-09,HG,4.4,1.0,8.4,1.0,4.94,1.0,0.19,1.0,0.025,1.0,0.018,1.0,0.055,1.0,0.01,1.0,0.037,1.0,1.291,1.0,0.208,1.0,,7.0,,7.0
2016-01-09,MB,4.1,1.0,15.77,1.0,4.9,1.0,0.541,1.0,0.179,1.0,0.156,1.0,0.353,1.0,0.057,1.0,0.137,1.0,2.064,1.0,1.603,1.0,,7.0,,7.0
2016-01-09,GS,0.8,1.0,4.36,1.0,5.95,1.0,0.01,1.0,0.288,1.0,0.06,1.0,0.21,1.0,0.029,1.0,0.384,1.0,0.204,1.0,0.111,1.0,,7.0,,7.0
2016-01-09,HF,3.350664355863663,1.0,5.2,1.0,5.74,1.0,0.214,1.0,0.025,1.0,0.025,1.0,0.121,1.0,0.035,1.0,0.05,1.0,0.59,1.0,0.14,1.0,,7.0,,7.0
2016-01-09,DR,1.0,1.0,20.7,1.0,4.96,1.0,1.247,1.0,0.242,1.0,0.122,1.0,0.551,1.0,0.098,1.0,0.382,1.0,4.45,1.0,1.651,1.0,,7.0,,7.0
2016-01-09,OS,5.0,1.0,17.43,1.0,6.58,1.0,0.825,1.0,0.32,1.0,1.189,1.0,0.442,1.0,0.167,1.0,0.316,1.0,2.978,1.0,0.927,1.0,,7.0,,7.0
2016-01-09,SO,10.4,1.0,1.59,1.0,5.81,1.0,0.01,1.0,0.021,1.0,0.01,1.0,0.077,1.0,0.01,1.0,0.005,1.0,0.061,1.0,0.01,1.0,7.000000000000001e-05,1.0,0.05,1.0
2016-01-09,AF,,7.0,29.5,1.0,5.26,1.0,1.774,1.0,0.339,1.0,0.371,1.0,1.002,1.0,0.223,1.0,0.367,1.0,7.427,1.0,2.657,1.0,,7.0,,7.0
2016-01-09,IV,7.798960138648181,1.0,4.7,1.0,6.19,1.0,0.506,1.0,0.025,1.0,0.0717,1.0,0.025,1.0,0.016,1.0,0.05,1.0,0.21,1.0,0.05,1.0,,7.0,,7.0
2016-01-09,LU,5.0,1.0,7.49,1.0,5.12,1.0,0.063,1.0,0.253,1.0,0.029,1.0,0.191,1.0,0.053,1.0,0.348,1.0,1.165,1.0,0.187,1.0,,7.0,,7.0
2016-01-09,LI,0.1,1.0,14.98,1.0,4.8,1.0,1.829,1.0,0.451,1.0,0.764,1.0,0.9,1.0,0.23,1.0,0.574,1.0,10.061,1.0,1.796,1.0,,7.0,,7.0
2016-01-10,AF,24.0,1.0,3.29,1.0,5.33,1.0,0.01,1.0,0.021,1.0,0.024,1.0,0.086,1.0,0.021,1.0,0.027,1.0,0.3,1.0,0.086,1.0,,7.0,,7.0
2016-01-10,IV,1.4442518775274409,1.0,4.8,1.0,5.97,1.0,0.523,1.0,0.109,1.0,0.282,1.0,0.051,1.0,0.021,1.0,0.05,1.0,0.25,1.0,0.05,1.0,,7.0,,7.0
2016-01-10,HG,9.0,1.0,3.86,1.0,5.22,1.0,0.03,1.0,0.016,1.0,0.015,1.0,0.028,1.0,0.01,1.0,0.036,1.0,0.302,1.0,0.035,1.0,,7.0,,7.0
2016-01-10,NH,8.1,1.0,17.0,1.0,6.61,1.0,0.44,1.0,0.42,1.0,0.1,1.0,1.9,1.0,0.22,1.0,0.59,1.0,3.1,1.0,1.2,1.0,0.000175,1.0,3.5e-05,1.0
2016-01-10,MB,10.8,1.0,3.65,1.0,5.46,1.0,0.154,1.0,0.064,1.0,0.054,1.0,0.036,1.0,0.01,1.0,0.095,1.0,0.311,1.0,0.117,1.0,,7.0,,7.0
2016-01-10,HF,0.924321201617562,1.0,5.6,1.0,5.54,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.05,1.0,1.05,1.0,0.17,1.0,,7.0,,7.0
2016-01-10,LI,0.3,1.0,10.13,1.0,4.82,1.0,2.14,1.0,0.47,1.0,0.851,1.0,0.943,1.0,0.241,1.0,0.566,1.0,11.16,1.0,1.819,1.0,,7.0,,7.0
2016-01-10,SO,4.0,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2016-01-10,GS,16.2,1.0,1.84,1.0,5.69,1.0,0.01,1.0,0.029,1.0,0.012,1.0,0.055,1.0,0.01,1.0,0.046,1.0,0.015,1.0,0.026,1.0,,7.0,,7.0
2016-01-11,HF,17.504332755632582,1.0,2.6,1.0,5.68,1.0,0.041,1.0,0.025,1.0,0.025,1.0,0.115,1.0,0.026,1.0,0.05,1.0,0.2,1.0,0.1,1.0,,7.0,,7.0
2016-01-11,LI,0.2,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.905,1.0,7.163,1.0,1.539,1.0,,7.0,,7.0
2016-01-11,OS,6.5,1.0,7.96,1.0,6.51,1.0,0.711,1.0,0.091,1.0,0.207,1.0,0.13,1.0,0.048,1.0,0.089,1.0,0.931,1.0,0.297,1.0,,7.0,,7.0
2016-01-11,NB,9.329867128827267,1.0,3.0,1.0,5.43,1.0,0.117,1.0,0.025,1.0,0.025,1.0,0.025,1.0,0.005,1.0,0.05,1.0,0.34,1.0,0.05,1.0,,7.0,,7.0
2016-01-11,WW,21.08607741190064,1.0,7.0,1.0,6.31,1.0,0.3471428571428571,1.0,0.1,1.0,0.1,1.0,0.68,1.0,0.1,1.0,0.27,1.0,1.5499999999999998,1.0,0.37,1.0,0.000175,1.0,0.0001,1.0
2016-01-11,IV,12.998266897746968,1.0,7.9,1.0,6.16,1.0,0.877,1.0,0.025,1.0,0.1131,1.0,0.025,1.0,0.018,1.0,0.11,1.0,0.39,1.0,0.05,1.0,,7.0,,7.0
2016-01-11,SO,24.0,1.0,1.65,1.0,5.62,1.0,0.01,1.0,0.015,1.0,0.01,1.0,0.018,1.0,0.01,1.0,0.009,1.0,0.076,1.0,0.01,1.0,5e-05,1.0,0.02,1.0
2016-01-11,LU,16.2,1.0,2.66,1.0,5.66,1.0,0.043,1.0,0.131,1.0,0.038,1.0,0.041,1.0,0.013,1.0,0.182,1.0,0.167,1.0,0.018,1.0,,7.0,,7.0
2016-01-11,GS,2.6,1.0,4.18,1.0,5.49,1.0,0.01,1.0,0.117,1.0,0.051,1.0,0.215,1.0,0.015,1.0,0.33,1.0,0.177,1.0,0.117,1.0,,7.0,,7.0
2016-01-12,SO,7.1,1.0,2.63,1.0,5.39,1.0,0.01,1.0,0.017,1.0,0.01,1.0,0.065,1.0,0.01,1.0,0.016,1.0,0.085,1.0,0.01,1.0,0.0001199999999999,1.0,0.02,1.0
2016-01-12,HF,7.1634893125361065,1.0,5.2,1.0,5.57,1.0,0.134,1.0,0.109,1.0,0.025,1.0,0.19,1.0,0.049,1.0,0.2,1.0,0.65,1.0,0.16,1.0,,7.0,,7.0
2016-01-12,OS,1.9,1.0,10.79,1.0,6.35,1.0,0.672,1.0,0.253,1.0,0.225,1.0,0.226,1.0,0.09,1.0,0.355,1.0,1.599,1.0,0.516,1.0,,7.0,,7.0
2016-01-12,GS,2.3,1.0,4.28,1.0,5.62,1.0,0.01,1.0,0.158,1.0,0.054,1.0,0.253,1.0,0.026,1.0,0.185,1.0,0.579,1.0,0.189,1.0,,7.0,,7.0
2016-01-12,NB,7.510109763142693,1.0,6.2,1.0,5.64,1.0,0.096,1.0,0.862,1.0,0.0676,1.0,0.09,1.0,0.019,1.0,0.13,1.0,0.72,1.0,0.35,1.0,,7.0,,7.0
2016-01-12,LU,5.1,1.0,5.08,1.0,5.47,1.0,0.133,1.0,0.249,1.0,0.089,1.0,0.076,1.0,0.025,1.0,0.402,1.0,0.602,1.0,0.093,1.0,,7.0,,7.0
2016-01-12,WW,5.199306759098787,1.0,11.0,1.0,6.34,1.0,0.6171428571428572,1.0,0.23,1.0,0.27,1.0,0.75,1.0,0.22,1.0,0.31,1.0,1.727142857142857,1.0,0.23,1.0,0.000175,1.0,3.5e-05,1.0
2016-01-13,LI,3.5,1.0,44.0,1.0,4.62,1.0,1.964,1.0,0.273,1.0,0.727,1.0,0.774,1.0,0.214,1.0,0.405,1.0,10.187,1.0,1.718,1.0,,7.0,,7.0
2016-01-13,HF,4.852686308492202,1.0,5.2,1.0,5.55,1.0,0.131,1.0,0.133,1.0,0.025,1.0,0.167,1.0,0.057,1.0,0.22,1.0,0.72,1.0,0.16,1.0,,7.0,,7.0
2016-01-13,OS,4.2,1.0,10.11,1.0,6.38,1.0,0.636,1.0,0.235,1.0,0.221,1.0,0.229,1.0,0.089,1.0,0.351,1.0,1.544,1.0,0.501,1.0,,7.0,,7.0
2016-01-13,LU,3.8,1.0,10.06,1.0,4.9,1.0,0.143,1.0,0.188,1.0,0.06,1.0,0.131,1.0,0.042,1.0,0.353,1.0,1.414,1.0,0.244,1.0,,7.0,,7.0
2016-01-13,SO,12.7,1.0,3.42,1.0,5.29,1.0,0.02,1.0,0.027,1.0,0.01,1.0,0.043,1.0,0.01,1.0,0.043,1.0,0.359,1.0,0.025,1.0,0.00027,1.0,0.03,1.0
2016-01-14,HF,4.968226458694397,1.0,5.9,1.0,5.38,1.0,0.173,1.0,0.164,1.0,0.025,1.0,0.122,1.0,0.049,1.0,0.22,1.0,0.84,1.0,0.24,1.0,,7.0,,7.0
2016-01-14,LI,0.1,1.0,,7.0,,7.0,1.301,1.0,0.643,1.0,0.731,1.0,0.906,1.0,0.215,1.0,0.695,1.0,9.682,1.0,1.694,1.0,,7.0,,7.0
2016-01-15,NB,14.962449451184288,1.0,15.7,1.0,4.82,1.0,0.421,1.0,0.792,1.0,0.0683,1.0,0.235,1.0,0.034,1.0,0.26,1.0,3.86,1.0,0.64,1.0,,7.0,,7.0
2016-01-15,SO,18.5,1.0,3.77,1.0,5.23,1.0,0.029,1.0,0.021,1.0,0.01,1.0,0.054,1.0,0.01,1.0,0.022,1.0,0.484,1.0,0.024,1.0,0.0002399999999999,1.0,0.01,1.0
2016-01-15,LI,0.9,1.0,35.5,1.0,5.4,1.0,2.111,1.0,0.31,1.0,0.742,1.0,0.816,1.0,0.216,1.0,0.43,1.0,9.157,1.0,1.747,1.0,,7.0,,7.0
2016-01-15,HF,4.737146158290006,1.0,37.4,1.0,6.06,1.0,0.201,1.0,0.307,1.0,0.0991,1.0,4.68,1.0,1.1,1.0,0.36,1.0,2.33,1.0,3.81,1.0,,7.0,,7.0
2016-01-15,LU,41.0,1.0,26.2,1.0,4.39,1.0,0.406,1.0,0.216,1.0,0.052,1.0,0.181,1.0,0.051,1.0,0.279,1.0,4.435,1.0,0.593,1.0,,7.0,,7.0
2016-01-16,LI,1.1,1.0,35.2,1.0,5.54,1.0,2.105,1.0,0.313,1.0,0.736,1.0,0.835,1.0,0.216,1.0,0.444,1.0,9.175,1.0,1.734,1.0,,7.0,,7.0
2016-01-16,HF,7.885615251299828,1.0,22.8,1.0,6.27,1.0,0.316,1.0,0.293,1.0,0.0644,1.0,2.219,1.0,0.523,1.0,0.49,1.0,3.22,1.0,2.12,1.0,,7.0,,7.0
2016-01-16,NB,4.968226458694397,1.0,24.2,1.0,4.45,1.0,0.531,1.0,0.43,1.0,0.361,1.0,0.179,1.0,0.047,1.0,1.01,1.0,3.87,1.0,0.59,1.0,,7.0,,7.0
2016-01-16,SO,10.1,1.0,7.44,1.0,4.94,1.0,0.085,1.0,0.022,1.0,0.01,1.0,0.089,1.0,0.01,1.0,0.036,1.0,0.974,1.0,0.136,1.0,0.00047,1.0,0.03,1.0
2016-01-16,LU,5.2,1.0,32.9,1.0,4.26,1.0,0.52,1.0,0.116,1.0,0.04,1.0,0.088,1.0,0.025,1.0,0.163,1.0,4.929,1.0,0.92,1.0,,7.0,,7.0
2016-01-17,LU,20.6,1.0,16.88,1.0,4.75,1.0,0.472,1.0,0.394,1.0,0.18,1.0,0.099,1.0,0.023,1.0,0.649,1.0,2.803,1.0,0.457,1.0,,7.0,,7.0
2016-01-17,LI,4.2,1.0,10.91,1.0,5.77,1.0,0.673,1.0,0.086,1.0,0.179,1.0,0.23,1.0,0.066,1.0,0.143,1.0,2.47,1.0,0.455,1.0,,7.0,,7.0
2016-01-17,NB,6.412478336221837,1.0,20.9,1.0,4.59,1.0,0.549,1.0,0.525,1.0,0.078,1.0,0.087,1.0,0.053,1.0,0.91,1.0,2.97,1.0,0.64,1.0,,7.0,,7.0
2016-01-17,OS,5.9,1.0,23.5,1.0,5.98,1.0,1.559,1.0,0.301,1.0,0.551,1.0,0.539,1.0,0.195,1.0,0.321,1.0,5.763,1.0,2.013,1.0,,7.0,,7.0
2016-01-17,HF,8.030040439052572,1.0,21.7,1.0,6.39,1.0,0.153,1.0,0.338,1.0,0.0555,1.0,2.37,1.0,0.56,1.0,0.61,1.0,1.1,1.0,2.06,1.0,,7.0,,7.0
2016-01-17,SO,3.0,1.0,6.26,1.0,5.07,1.0,0.086,1.0,0.096,1.0,0.016,1.0,0.101,1.0,0.015,1.0,0.108,1.0,0.69,1.0,0.147,1.0,0.00028,1.0,0.01,1.0
2016-01-19,SO,1.1,1.0,2.9,1.0,5.47,1.0,0.02,1.0,0.04,1.0,0.01,1.0,0.098,1.0,0.01,1.0,0.04,1.0,0.252,1.0,0.081,1.0,0.00029,1.0,0.04,1.0
2016-01-19,DR,1.2,1.0,24.2,1.0,4.99,1.0,1.427,1.0,0.459,1.0,0.216,1.0,0.618,1.0,0.12,1.0,0.751,1.0,5.738,1.0,1.011,1.0,,7.0,,7.0
2016-01-19,HF,4.968226458694397,1.0,40.4,1.0,6.78,1.0,0.112,1.0,0.239,1.0,0.083,1.0,5.01,1.0,1.16,1.0,0.34,1.0,1.97,1.0,3.92,1.0,,7.0,,7.0
2016-01-20,HF,0.7510109763142693,1.0,,7.0,,7.0,0.251,1.0,,7.0,,7.0,,7.0,,7.0,0.05,1.0,1.81,1.0,0.24,1.0,,7.0,,7.0
2016-01-20,LU,3.1,1.0,33.8,1.0,4.28,1.0,0.532,1.0,0.277,1.0,0.16,1.0,0.252,1.0,0.08,1.0,0.43,1.0,6.361,1.0,0.568,1.0,,7.0,,7.0
2016-01-20,LI,3.3,1.0,21.8,1.0,4.63,1.0,0.646,1.0,0.095,1.0,0.212,1.0,0.256,1.0,0.067,1.0,0.156,1.0,4.099,1.0,0.515,1.0,,7.0,,7.0
2016-01-22,MB,0.5,1.0,14.76,1.0,4.88,1.0,0.296,1.0,0.52,1.0,0.142,1.0,0.325,1.0,0.052,1.0,0.69,1.0,2.286,1.0,0.447,1.0,,7.0,,7.0
2016-01-22,DR,3.0,1.0,29.5,1.0,4.96,1.0,0.747,1.0,1.78,1.0,0.161,1.0,0.901,1.0,0.169,1.0,2.768,1.0,6.034,1.0,0.931,1.0,,7.0,,7.0
2016-01-22,NH,1.9,1.0,40.0,1.0,6.85,1.0,2.96,1.0,1.5,1.0,0.68,1.0,1.9,1.0,0.33,1.0,2.5,1.0,8.41,1.0,2.8,1.0,0.000175,1.0,3.5e-05,1.0
2016-01-22,GS,3.9,1.0,9.24,1.0,5.26,1.0,0.022,1.0,0.442,1.0,0.067,1.0,0.346,1.0,0.056,1.0,0.901,1.0,0.988,1.0,0.347,1.0,,7.0,,7.0
2016-01-22,HF,0.924321201617562,1.0,,7.0,,7.0,0.164,1.0,0.914,1.0,0.0978,1.0,1.684,1.0,0.437,1.0,1.43,1.0,2.25,1.0,1.57,1.0,,7.0,,7.0
2016-01-23,OS,4.9,1.0,17.42,1.0,6.56,1.0,0.822,1.0,0.438,1.0,0.466,1.0,0.547,1.0,0.212,1.0,0.46,1.0,3.145,1.0,0.895,1.0,,7.0,,7.0
2016-01-23,DR,2.9,1.0,15.37,1.0,4.99,1.0,0.47,1.0,0.531,1.0,0.052,1.0,0.339,1.0,0.067,1.0,0.838,1.0,2.644,1.0,0.765,1.0,,7.0,,7.0
2016-01-23,NB,3.8417099942229926,1.0,10.3,1.0,4.76,1.0,0.121,1.0,0.194,1.0,0.025,1.0,0.083,1.0,0.033,1.0,0.26,1.0,1.66,1.0,0.23,1.0,,7.0,,7.0
2016-01-23,SO,3.7,1.0,3.02,1.0,5.78,1.0,0.025,1.0,0.067,1.0,0.015,1.0,0.211,1.0,0.017,1.0,0.068,1.0,0.269,1.0,0.055,1.0,0.0003599999999999,1.0,0.03,1.0
2016-01-23,LU,8.1,1.0,11.09,1.0,4.92,1.0,0.194,1.0,0.36,1.0,0.042,1.0,0.098,1.0,0.059,1.0,0.687,1.0,1.285,1.0,0.365,1.0,,7.0,,7.0
2016-01-23,LI,7.0,1.0,19.6,1.0,5.01,1.0,0.808,1.0,0.211,1.0,0.244,1.0,0.405,1.0,0.105,1.0,0.387,1.0,3.966,1.0,1.151,1.0,,7.0,,7.0
