Datum,Ort,NS,NS_flag,LF,LF_flag,pH,pH_flag,NH4,NH4_flag,Na,Na_flag,K,K_flag,Ca,Ca_flag,Mg,Mg_flag,Cl,Cl_flag,NO3,NO3_flag,SO4,SO4_flag,Pb,Pb_flag,Cd,Cd_flag
2017-10-10,SO,1.2,1.0,6.57,1.0,6.5,1.0,0.0252,1.0,0.1216,1.0,0.0436,1.0,1.0355,1.0,0.0655,1.0,0.0758,1.0,0.6008,1.0,0.1494,1.0,,7.0,,7.0
2017-10-20,NH,2.2819179664933564,1.0,15.0,1.0,5.95,1.0,1.1185714285714283,1.0,0.26,1.0,0.1,1.0,0.15,1.0,0.1,1.0,0.34,1.0,2.967142857142857,1.0,1.6,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-20,DR,4.1,1.0,11.7,1.0,5.6,1.0,0.7391,1.0,0.0904,1.0,0.0495,1.0,0.353,1.0,0.2117,1.0,0.4827,1.0,2.4255,1.0,0.6401,1.0,,7.0,,7.0
2017-10-20,LI,0.3,1.0,7.3,1.0,5.42,1.0,0.1564,1.0,0.2419,1.0,0.0367,1.0,0.2067,1.0,0.0168,1.0,0.3293,1.0,0.8732,1.0,0.324,1.0,,7.0,,7.0
2017-10-21,SO,0.4,1.0,4.69,1.0,5.78,1.0,0.1259,1.0,0.0581,1.0,0.0375,1.0,0.3139,1.0,0.0242,1.0,0.0596,1.0,0.5237,1.0,0.1922,1.0,0.0001983246046658,1.0,0.0320929298803344,1.0
2017-10-21,WW,3.17735413056037,1.0,48.0,1.0,7.07,1.0,0.0141428571428571,1.0,0.28,1.0,,4.0,2.4,1.0,1.7,1.0,1.5,1.0,0.0885714285714285,1.0,0.1,1.0,0.0005,1.0,0.0349999999999999,1.0
2017-10-21,HF,3.9283651068746392,1.0,13.5,1.0,5.82,1.0,0.892,1.0,0.094,1.0,0.053,1.0,0.959,1.0,0.177,1.0,0.13,1.0,1.59,1.0,0.77,1.0,,7.0,,7.0
2017-10-21,IV,0.8665511265164645,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,0.21,1.0,1.34,1.0,0.65,1.0,,7.0,,7.0
2017-10-21,NH,5.777007510109764,1.0,6.0,1.0,6.1,1.0,0.4628571428571428,1.0,0.27,1.0,0.0335,1.0,0.15,1.0,0.1,1.0,0.34,1.0,0.7085714285714285,1.0,0.31,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-21,LI,3.5,1.0,8.22,1.0,5.03,1.0,0.0741,1.0,0.1979,1.0,0.0328,1.0,0.1939,1.0,0.01,1.0,0.3059,1.0,0.8491,1.0,0.3241,1.0,,7.0,,7.0
2017-10-21,DR,2.9,1.0,8.47,1.0,5.51,1.0,0.5403,1.0,0.0775,1.0,0.0266,1.0,0.2087,1.0,0.0753,1.0,0.4757,1.0,1.2421,1.0,0.4576,1.0,,7.0,,7.0
2017-10-22,MB,7.2,1.0,7.42,1.0,5.48,1.0,0.4466,1.0,0.0691,1.0,0.0775,1.0,0.1291,1.0,0.0152,1.0,0.1219,1.0,1.0034,1.0,0.5359,1.0,,7.0,,7.0
2017-10-22,DR,4.6,1.0,19.05,1.0,4.89,1.0,1.0861,1.0,0.1002,1.0,0.0404,1.0,0.3362,1.0,0.0557,1.0,0.7495,1.0,2.2275,1.0,1.6603,1.0,,7.0,,7.0
2017-10-22,NH,1.733102253032929,1.0,14.0,1.0,6.19,1.0,0.7585714285714286,1.0,1.1,1.0,2.0,1.0,0.15,1.0,0.1,1.0,2.9,1.0,2.2585714285714285,1.0,0.73,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-22,SO,24.8,1.0,2.78,1.0,6.04,1.0,0.03,1.0,0.1022,1.0,0.0543,1.0,0.2073,1.0,0.01,1.0,0.1479,1.0,0.0512,1.0,0.0364,1.0,0.000132800973493,1.0,0.0144663223633958,1.0
2017-10-22,GS,5.9,1.0,10.05,1.0,6.3,1.0,1.0506,1.0,0.232,1.0,0.0903,1.0,0.0246,1.0,0.01,1.0,0.3876,1.0,0.9688,1.0,0.4186,1.0,,7.0,,7.0
2017-10-22,LI,5.6,1.0,7.55,1.0,5.13,1.0,0.0806,1.0,0.194,1.0,0.0353,1.0,0.185,1.0,0.01,1.0,0.326,1.0,0.8488,1.0,0.3189,1.0,,7.0,,7.0
2017-10-22,WW,4.621606008087811,1.0,27.0,1.0,7.1,1.0,0.0141428571428571,1.0,0.1,1.0,,4.0,2.0,1.0,1.4,1.0,0.42,1.0,0.0287857142857142,1.0,0.4,1.0,0.0005,1.0,0.0349999999999999,1.0
2017-10-22,HG,38.56,1.0,3.85,1.0,5.35,1.0,0.1191,1.0,0.0223,1.0,0.0291,1.0,0.1095,1.0,0.01,1.0,0.0306,1.0,0.3246,1.0,0.1565,1.0,,7.0,,7.0
2017-10-22,NB,11.322934719815136,1.0,7.6,1.0,5.39,1.0,0.391,1.0,0.401,1.0,0.025,1.0,0.175,1.0,0.045,1.0,0.66,1.0,0.77,1.0,0.36,1.0,,7.0,,7.0
2017-10-22,LU,8.3,1.0,7.11,1.0,5.47,1.0,0.1256,1.0,0.2301,1.0,0.013,1.0,0.178,1.0,0.0645,1.0,0.5716,1.0,0.6897,1.0,0.3733,1.0,,7.0,,7.0
2017-10-22,HF,5.025996533795494,1.0,8.0,1.0,5.61,1.0,0.352,1.0,0.368,1.0,0.0636,1.0,0.343,1.0,0.124,1.0,0.65,1.0,0.68,1.0,0.31,1.0,,7.0,,7.0
2017-10-22,IV,5.025996533795494,1.0,9.5,1.0,6.08,1.0,1.05,1.0,0.087,1.0,0.1382,1.0,0.15,1.0,0.026,1.0,0.14,1.0,1.13,1.0,0.65,1.0,,7.0,,7.0
2017-10-23,LU,17.0,1.0,9.03,1.0,5.36,1.0,0.3773,1.0,0.2301,1.0,0.0185,1.0,0.1526,1.0,0.0475,1.0,0.3066,1.0,1.6506,1.0,0.4436,1.0,,7.0,,7.0
2017-10-23,SO,17.1,1.0,2.03,1.0,5.97,1.0,0.0157,1.0,0.0256,1.0,0.0107,1.0,0.1537,1.0,0.01,1.0,0.024,1.0,0.0542,1.0,0.0174,1.0,8.125492543659001e-05,1.0,0.0097895365751506,1.0
2017-10-23,LI,1.3,1.0,5.29,1.0,5.39,1.0,0.0414,1.0,0.2279,1.0,0.0332,1.0,0.1873,1.0,0.01,1.0,0.3096,1.0,0.8478,1.0,0.3248,1.0,,7.0,,7.0
2017-10-23,NB,9.387637203928366,1.0,8.7,1.0,5.67,1.0,0.783,1.0,0.164,1.0,0.025,1.0,0.082,1.0,0.026,1.0,0.29,1.0,1.59,1.0,0.53,1.0,,7.0,,7.0
2017-10-23,HF,3.812824956672444,1.0,7.5,1.0,5.59,1.0,0.474,1.0,0.125,1.0,0.025,1.0,0.31,1.0,0.096,1.0,0.26,1.0,1.16,1.0,0.26,1.0,,7.0,,7.0
2017-10-23,GS,37.7,1.0,7.94,1.0,5.72,1.0,0.4536,1.0,0.2101,1.0,0.041,1.0,0.0486,1.0,0.0282,1.0,0.3431,1.0,1.1229,1.0,0.2977,1.0,,7.0,,7.0
2017-10-24,SO,0.5,1.0,5.78,1.0,6.56,1.0,0.0379,1.0,0.0463,1.0,0.0214,1.0,0.9349,1.0,0.0216,1.0,0.0392,1.0,0.2436,1.0,0.0759,1.0,0.0002319743962789,1.0,0.021978430858747,1.0
2017-10-24,LI,0.3,1.0,6.82,1.0,5.43,1.0,0.0411,1.0,0.3645,1.0,0.0329,1.0,0.2134,1.0,0.01,1.0,0.3134,1.0,0.8836,1.0,0.3269,1.0,,7.0,,7.0
2017-10-24,GS,18.3,1.0,11.01,1.0,5.13,1.0,0.4371,1.0,0.1323,1.0,0.0392,1.0,0.1064,1.0,0.0342,1.0,0.2013,1.0,1.8675,1.0,0.4023,1.0,,7.0,,7.0
2017-10-26,WW,17.042172154823803,1.0,12.0,1.0,6.4,1.0,0.0707142857142857,1.0,0.21,1.0,1.1,1.0,1.1,1.0,0.69,1.0,0.29,1.0,0.8414285714285714,1.0,0.33,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-26,NH,12.131715771230503,1.0,8.0,1.0,6.15,1.0,0.5914285714285715,1.0,0.1,1.0,0.0335,1.0,0.15,1.0,0.1,1.0,0.1,1.0,1.5057142857142858,1.0,0.43,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-26,DR,4.3,1.0,13.27,1.0,5.65,1.0,1.1789,1.0,0.0858,1.0,0.0319,1.0,0.2386,1.0,0.064,1.0,0.4844,1.0,2.6213,1.0,0.8592,1.0,,7.0,,7.0
2017-10-27,NB,32.06239168110919,1.0,5.8,1.0,5.54,1.0,0.571,1.0,0.059,1.0,0.025,1.0,0.085,1.0,0.012,1.0,0.11,1.0,0.87,1.0,0.24,1.0,,7.0,,7.0
2017-10-27,WW,4.332755632582323,1.0,10.0,1.0,6.58,1.0,0.072,1.0,0.1,1.0,0.47,1.0,1.3,1.0,0.45,1.0,0.1,1.0,1.0185714285714285,1.0,0.33,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-27,GS,25.2,1.0,6.67,1.0,5.86,1.0,0.5731,1.0,0.0508,1.0,0.0268,1.0,0.0328,1.0,0.01,1.0,0.0942,1.0,1.149,1.0,0.2745,1.0,,7.0,,7.0
2017-10-27,SO,24.1,1.0,2.85,1.0,6.13,1.0,0.095,1.0,0.045,1.0,0.0152,1.0,0.2443,1.0,0.01,1.0,0.0286,1.0,0.1946,1.0,0.0677,1.0,0.0001019008599682,1.0,0.0104982246153033,1.0
2017-10-27,HF,16.060080878105143,1.0,5.5,1.0,5.79,1.0,0.488,1.0,0.025,1.0,0.025,1.0,0.163,1.0,0.041,1.0,0.05,1.0,0.88,1.0,0.24,1.0,,7.0,,7.0
2017-10-27,LI,14.2,1.0,7.85,1.0,5.07,1.0,0.0898,1.0,0.1912,1.0,0.0332,1.0,0.184,1.0,0.01,1.0,0.3513,1.0,0.856,1.0,0.3253,1.0,,7.0,,7.0
2017-10-27,LU,26.2,1.0,2.1,1.0,5.7,1.0,0.01,1.0,0.2301,1.0,0.01,1.0,0.0864,1.0,0.0191,1.0,0.0641,1.0,0.0963,1.0,0.0597,1.0,,7.0,,7.0
2017-10-28,NH,8.376660889659156,1.0,5.0,1.0,6.19,1.0,0.36,1.0,0.1,1.0,0.0335,1.0,0.15,1.0,0.1,1.0,0.0335,1.0,0.4428571428571429,1.0,0.21,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-28,SO,2.7,1.0,,7.0,,7.0,0.064,1.0,0.0719,1.0,0.0605,1.0,1.818,1.0,0.0549,1.0,0.0764,1.0,0.3942,1.0,0.2535,1.0,9.11966434819728e-05,1.0,0.0319408640202612,1.0
2017-10-28,LI,10.0,1.0,9.31,1.0,4.95,1.0,0.0804,1.0,0.1894,1.0,0.0348,1.0,0.1847,1.0,0.01,1.0,0.3264,1.0,0.8369,1.0,0.3169,1.0,,7.0,,7.0
2017-10-28,LU,15.5,1.0,1.88,1.0,5.78,1.0,0.01,1.0,0.2301,1.0,0.01,1.0,0.086,1.0,0.0209,1.0,0.0896,1.0,0.0296,1.0,0.059,1.0,,7.0,,7.0
2017-10-28,DR,7.2,1.0,7.55,1.0,5.25,1.0,0.3391,1.0,0.0865,1.0,0.0183,1.0,0.1488,1.0,0.0231,1.0,0.4737,1.0,0.975,1.0,0.2145,1.0,,7.0,,7.0
2017-10-28,WW,11.842865395725015,1.0,7.0,1.0,6.41,1.0,0.0064285714285714,1.0,0.21,1.0,0.42,1.0,0.84,1.0,0.45,1.0,0.32,1.0,0.3498571428571428,1.0,0.24,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-10-29,LU,17.3,1.0,2.12,1.0,5.79,1.0,0.011,1.0,0.2301,1.0,0.01,1.0,0.0957,1.0,0.0177,1.0,0.0771,1.0,0.0379,1.0,0.0583,1.0,,7.0,,7.0
2017-10-29,IV,0.1444251877527441,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2017-10-29,NB,15.077989601386482,1.0,3.7,1.0,5.93,1.0,0.156,1.0,0.111,1.0,0.025,1.0,0.065,1.0,0.018,1.0,0.21,1.0,0.37,1.0,0.16,1.0,,7.0,,7.0
2017-10-29,HF,16.20450606585789,1.0,4.3,1.0,5.44,1.0,0.196,1.0,0.15,1.0,0.025,1.0,0.135,1.0,0.042,1.0,0.27,1.0,0.42,1.0,0.16,1.0,,7.0,,7.0
2017-10-29,GS,43.6,1.0,5.65,1.0,5.8,1.0,0.2653,1.0,0.2065,1.0,0.0614,1.0,0.1532,1.0,0.0107,1.0,0.3549,1.0,0.43,1.0,0.2402,1.0,,7.0,,7.0
2017-10-29,HG,4.8,1.0,4.77,1.0,6.06,1.0,0.5099,1.0,0.054,1.0,0.059,1.0,0.0232,1.0,0.01,1.0,0.0676,1.0,0.4887,1.0,0.1095,1.0,,7.0,,7.0
2017-10-29,LI,10.1,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2017-10-29,SO,36.9,1.0,3.3,1.0,5.81,1.0,0.0545,1.0,0.1444,1.0,0.01,1.0,0.1413,1.0,0.02,1.0,0.2095,1.0,0.1582,1.0,0.0879,1.0,0.0001810707667494,1.0,0.007578933496755,1.0
2017-10-30,GS,1.1,1.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,,7.0,,7.0
2017-10-30,DR,0.7,1.0,29.3,1.0,4.52,1.0,0.6597,1.0,0.6201,1.0,0.0781,1.0,0.5425,1.0,0.1398,1.0,2.0363,1.0,2.4338,1.0,2.0147,1.0,,7.0,,7.0
2017-11-01,WW,2.1663778162911616,1.0,35.0,1.0,6.22,1.0,1.4142857142857144,1.0,1.4,1.0,,4.0,1.6,1.0,0.78,1.0,2.1,1.0,6.642857142857143,1.0,2.2,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-01,GS,1.9,1.0,25.7,1.0,6.08,1.0,0.3388,1.0,2.2946,1.0,0.6029,1.0,0.4039,1.0,0.2826,1.0,3.6968,1.0,1.2326,1.0,1.2209,1.0,,7.0,,7.0
2017-11-01,SO,0.5,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2017-11-02,GS,2.9,1.0,25.0,1.0,6.37,1.0,2.2028,1.0,0.4883,1.0,0.2023,1.0,0.1161,1.0,0.0773,1.0,0.5875,1.0,4.4626,1.0,1.5596,1.0,,7.0,,7.0
2017-11-02,SO,0.8,1.0,13.04,1.0,5.93,1.0,0.6326,1.0,0.3697,1.0,0.0809,1.0,0.7461,1.0,0.0579,1.0,0.3497,1.0,2.058,1.0,0.9353,1.0,,7.0,,7.0
2017-11-02,LI,0.2,1.0,15.87,1.0,4.82,1.0,0.2853,1.0,0.1847,1.0,0.068,1.0,0.4618,1.0,0.0398,1.0,0.3599,1.0,1.5339,1.0,0.981,1.0,,7.0,,7.0
2017-11-03,GS,7.9,1.0,17.31,1.0,6.0,1.0,1.3394,1.0,0.2096,1.0,0.1646,1.0,0.2902,1.0,0.1006,1.0,0.2456,1.0,3.2067,1.0,1.1864,1.0,,7.0,,7.0
2017-11-03,SO,0.2,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2017-11-03,NB,9.01213171577123,1.0,14.6,1.0,5.97,1.0,1.33,1.0,0.258,1.0,0.0615,1.0,0.229,1.0,0.046,1.0,0.33,1.0,3.1,1.0,1.13,1.0,,7.0,,7.0
2017-11-04,WW,14.44251877527441,1.0,7.0,1.0,6.23,1.0,0.2699999999999999,1.0,0.1,1.0,0.1,1.0,0.68,1.0,0.24,1.0,0.0335,1.0,1.195714285714286,1.0,0.1,1.0,0.0005,1.0,0.0349999999999999,1.0
2017-11-05,HF,24.23454650491046,1.0,8.7,1.0,5.42,1.0,0.274,1.0,0.454,1.0,0.438,1.0,0.213,1.0,0.069,1.0,0.34,1.0,1.07,1.0,0.34,1.0,,7.0,,7.0
2017-11-05,IV,25.99653379549393,1.0,3.8,1.0,6.15,1.0,0.204,1.0,0.005,1.0,0.004,1.0,0.003,1.0,0.0007,1.0,0.05,1.0,0.36,1.0,0.2,1.0,,7.0,,7.0
2017-11-05,HG,1.4,1.0,52.4,1.0,7.22,1.0,0.8124,1.0,1.0435,1.0,0.4551,1.0,7.8135,1.0,0.3174,1.0,1.9513,1.0,6.4316,1.0,3.0492,1.0,,7.0,,7.0
2017-11-05,GS,6.1,1.0,7.15,1.0,5.93,1.0,0.3467,1.0,0.1001,1.0,0.1008,1.0,0.3066,1.0,0.0332,1.0,0.1275,1.0,1.1466,1.0,0.4271,1.0,,7.0,,7.0
2017-11-05,SO,20.6,1.0,4.07,1.0,6.06,1.0,0.0705,1.0,0.0809,1.0,0.0182,1.0,0.3678,1.0,0.0213,1.0,0.1159,1.0,0.3407,1.0,0.1497,1.0,8.8590113608167e-05,1.0,0.0187856853286047,1.0
2017-11-05,LI,1.3,1.0,23.3,1.0,4.87,1.0,0.8317,1.0,0.3366,1.0,0.0951,1.0,0.8312,1.0,0.2406,1.0,0.3664,1.0,5.319,1.0,1.6405,1.0,,7.0,,7.0
2017-11-05,WW,9.53206239168111,1.0,5.0,1.0,6.24,1.0,0.2314285714285714,1.0,0.0335,1.0,0.1,1.0,0.5,1.0,0.1,1.0,0.0335,1.0,0.7971428571428572,1.0,0.1,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-05,LU,17.2,1.0,4.36,1.0,6.12,1.0,0.01,1.0,0.087,1.0,0.0557,1.0,0.398,1.0,0.0537,1.0,0.1679,1.0,0.3454,1.0,0.2131,1.0,,7.0,,7.0
2017-11-05,NB,31.8313113807048,1.0,3.1,1.0,5.51,1.0,0.085,1.0,0.056,1.0,0.025,1.0,0.103,1.0,0.011,1.0,0.05,1.0,0.44,1.0,0.11,1.0,,7.0,,7.0
2017-11-06,LU,6.2,1.0,3.53,1.0,6.14,1.0,0.01,1.0,0.0495,1.0,0.066,1.0,0.3795,1.0,0.01,1.0,0.0251,1.0,0.2848,1.0,0.2552,1.0,,7.0,,7.0
2017-11-06,SO,13.8,1.0,2.2,1.0,5.87,1.0,0.01,1.0,0.0461,1.0,0.01,1.0,0.1575,1.0,0.0173,1.0,0.0393,1.0,0.1127,1.0,0.0512,1.0,0.0001107085691905,1.0,0.0101124130964834,1.0
2017-11-06,HF,0.7510109763142693,1.0,,7.0,,7.0,,7.0,0.117,1.0,0.1066,1.0,0.459,1.0,0.117,1.0,0.24,1.0,2.29,1.0,0.41,1.0,,7.0,,7.0
2017-11-06,GS,9.0,1.0,4.22,1.0,5.57,1.0,0.01,1.0,0.0169,1.0,0.0666,1.0,0.1867,1.0,0.0315,1.0,0.0496,1.0,0.5962,1.0,0.0428,1.0,,7.0,,7.0
2017-11-06,IV,13.749277874061235,1.0,3.0,1.0,6.11,1.0,0.191,1.0,0.005,1.0,0.004,1.0,0.003,1.0,0.0007,1.0,0.05,1.0,0.26,1.0,0.21,1.0,,7.0,,7.0
2017-11-06,MB,4.8,1.0,19.01,1.0,6.54,1.0,0.2794,1.0,0.2462,1.0,0.1271,1.0,2.8582,1.0,0.1294,1.0,0.4834,1.0,2.3045,1.0,1.7621,1.0,,7.0,,7.0
2017-11-06,NH,17.331022530329292,1.0,8.0,1.0,6.01,1.0,0.45,1.0,0.1,1.0,0.1,1.0,0.68,1.0,0.1,1.0,0.67,1.0,2.967142857142857,1.0,0.47,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-06,AF,50.47,1.0,18.3,1.0,5.06,1.0,1.0632,1.0,0.2045,1.0,0.1019,1.0,0.4309,1.0,0.0447,1.0,0.1282,1.0,2.7101,1.0,2.2331,1.0,,7.0,,7.0
2017-11-06,HG,17.7,1.0,13.17,1.0,6.29,1.0,0.5023,1.0,0.0632,1.0,0.0484,1.0,1.0651,1.0,0.0467,1.0,0.1114,1.0,1.4319,1.0,1.5334,1.0,,7.0,,7.0
2017-11-06,NB,3.639514731369151,1.0,6.1,1.0,6.37,1.0,0.188,1.0,0.141,1.0,0.0674,1.0,0.189,1.0,0.014,1.0,0.15,1.0,1.21,1.0,0.24,1.0,,7.0,,7.0
2017-11-06,LI,1.5,1.0,15.25,1.0,4.72,1.0,0.2141,1.0,0.1211,1.0,0.0212,1.0,0.2844,1.0,0.0436,1.0,0.2719,1.0,1.5146,1.0,0.9695,1.0,,7.0,,7.0
2017-11-07,HG,9.8,1.0,37.4,1.0,4.52,1.0,1.7734,1.0,0.1463,1.0,0.1838,1.0,0.7907,1.0,0.0585,1.0,0.2754,1.0,3.9847,1.0,5.4971,1.0,,7.0,,7.0
2017-11-07,IV,2.657423454650491,1.0,4.2,1.0,6.14,1.0,0.446,1.0,0.005,1.0,0.004,1.0,0.003,1.0,0.0007,1.0,0.05,1.0,0.21,1.0,0.14,1.0,,7.0,,7.0
2017-11-07,MB,2.7,1.0,29.1,1.0,5.39,1.0,1.9167,1.0,0.2102,1.0,0.1873,1.0,1.3452,1.0,0.14,1.0,0.3645,1.0,4.736,1.0,4.7698,1.0,,7.0,,7.0
2017-11-07,SO,2.7,1.0,6.03,1.0,6.06,1.0,0.0674,1.0,0.0888,1.0,0.0445,1.0,0.5469,1.0,0.0733,1.0,0.1139,1.0,0.2972,1.0,0.6703,1.0,0.0019196021219279,1.0,0.0470298199151366,1.0
2017-11-07,AF,12.6,1.0,37.1,1.0,4.89,1.0,2.2129,1.0,0.2026,1.0,0.1822,1.0,1.4042,1.0,0.0977,1.0,0.4276,1.0,5.6234,1.0,6.1759,1.0,,7.0,,7.0
2017-11-07,HF,2.4552281917966496,1.0,6.8,1.0,5.38,1.0,0.27,1.0,0.058,1.0,0.025,1.0,0.192,1.0,0.046,1.0,0.12,1.0,1.24,1.0,0.45,1.0,,7.0,,7.0
2017-11-08,HG,13.8,1.0,7.16,1.0,5.93,1.0,0.01,1.0,0.2492,1.0,0.7456,1.0,0.0782,1.0,0.0134,1.0,0.1066,1.0,0.6802,1.0,0.6793,1.0,,7.0,,7.0
2017-11-08,LI,1.8,1.0,14.02,1.0,4.86,1.0,0.3265,1.0,0.1296,1.0,0.0334,1.0,0.2823,1.0,0.0454,1.0,0.2717,1.0,1.5129,1.0,0.9808,1.0,,7.0,,7.0
2017-11-08,MB,6.0,1.0,28.1,1.0,4.44,1.0,1.1366,1.0,0.0809,1.0,0.0767,1.0,0.3442,1.0,0.0441,1.0,0.1748,1.0,2.3735,1.0,3.5792,1.0,,7.0,,7.0
2017-11-08,AF,17.7,1.0,14.42,1.0,4.84,1.0,0.6374,1.0,0.0216,1.0,0.0466,1.0,0.1192,1.0,0.0152,1.0,0.0436,1.0,1.8669,1.0,1.3451,1.0,,7.0,,7.0
2017-11-08,WW,2.7729636048526864,1.0,22.0,1.0,6.21,1.0,0.2185714285714285,1.0,0.0335,1.0,0.1,1.0,0.5,1.0,0.1,1.0,0.72,1.0,1.5942857142857143,1.0,0.54,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-09,WW,2.8885037550548818,1.0,8.0,1.0,6.26,1.0,0.1928571428571428,1.0,0.1,1.0,0.88,1.0,0.87,1.0,0.33,1.0,0.52,1.0,2.302857142857143,1.0,0.22,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-09,DR,1.0,1.0,33.8,1.0,4.88,1.0,2.1264,1.0,0.3814,1.0,0.0944,1.0,0.7922,1.0,0.2539,1.0,0.9412,1.0,5.2689,1.0,4.2633,1.0,,7.0,,7.0
2017-11-10,HF,7.3367995378394,1.0,5.0,1.0,5.43,1.0,0.303,1.0,0.025,1.0,0.025,1.0,0.161,1.0,0.036,1.0,0.05,1.0,1.09,1.0,0.19,1.0,,7.0,,7.0
2017-11-10,LU,9.4,1.0,6.22,1.0,6.55,1.0,0.4991,1.0,0.2635,1.0,0.0431,1.0,0.2726,1.0,0.0785,1.0,0.2982,1.0,0.121,1.0,0.0914,1.0,,7.0,,7.0
2017-11-10,SO,7.6,1.0,2.98,1.0,5.8,1.0,0.0204,1.0,0.0446,1.0,0.01,1.0,0.2218,1.0,0.0215,1.0,0.0454,1.0,0.273,1.0,0.179,1.0,0.0002348620229116,1.0,0.0208894821834598,1.0
2017-11-10,LI,3.6,1.0,13.45,1.0,4.94,1.0,0.2895,1.0,0.1183,1.0,0.0233,1.0,0.2822,1.0,0.0438,1.0,0.2598,1.0,1.5067,1.0,0.9791,1.0,,7.0,,7.0
2017-11-10,NB,3.523974581166956,1.0,15.7,1.0,6.46,1.0,1.73,1.0,0.155,1.0,0.0628,1.0,0.077,1.0,0.011,1.0,0.19,1.0,1.53,1.0,0.22,1.0,,7.0,,7.0
2017-11-10,NH,6.932409012131716,1.0,9.0,1.0,6.29,1.0,0.6042857142857142,1.0,0.36,1.0,0.1,1.0,0.15,1.0,0.1,1.0,0.46,1.0,1.6828571428571428,1.0,0.31,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-10,WW,3.17735413056037,1.0,5.0,1.0,6.31,1.0,0.1272857142857142,1.0,0.1,1.0,0.38,1.0,0.62,1.0,0.24,1.0,0.1,1.0,0.9742857142857144,1.0,0.1,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-10,DR,1.9,1.0,28.4,1.0,4.7,1.0,1.4617,1.0,0.2334,1.0,0.0794,1.0,0.5705,1.0,0.0666,1.0,0.5311,1.0,4.8033,1.0,2.6015,1.0,,7.0,,7.0
2017-11-11,GS,7.8,1.0,4.92,1.0,5.51,1.0,0.1053,1.0,0.0823,1.0,0.1283,1.0,0.1164,1.0,0.0239,1.0,0.1089,1.0,0.7252,1.0,0.1019,1.0,,7.0,,7.0
2017-11-11,SO,9.6,1.0,2.15,1.0,5.71,1.0,0.01,1.0,0.0175,1.0,0.01,1.0,0.1291,1.0,0.0118,1.0,0.0068,1.0,0.1581,1.0,0.0373,1.0,0.0002957421489714,1.0,0.0134228242601957,1.0
2017-11-11,NH,11.842865395725015,1.0,4.0,1.0,6.15,1.0,0.2699999999999999,1.0,0.1,1.0,0.0335,1.0,0.15,1.0,0.1,1.0,0.0335,1.0,0.7528571428571429,1.0,0.24,1.0,0.000175,1.0,0.0349999999999999,1.0
2017-11-11,DR,4.9,1.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0,,7.0
2017-11-11,NB,6.528018486424033,1.0,6.9,1.0,6.32,1.0,0.822,1.0,0.064,1.0,0.025,1.0,0.076,1.0,0.013,1.0,0.05,1.0,0.6,1.0,0.11,1.0,,7.0,,7.0
2017-11-11,LI,1.8,1.0,15.63,1.0,4.92,1.0,0.4718,1.0,0.1831,1.0,0.0405,1.0,0.3503,1.0,0.0495,1.0,0.3286,1.0,1.8599,1.0,1.1628,1.0,,7.0,,7.0
2017-11-11,LU,16.0,1.0,2.59,1.0,5.92,1.0,0.0403,1.0,0.0719,1.0,0.0335,1.0,0.1985,1.0,0.0116,1.0,0.1551,1.0,0.1186,1.0,0.0864,1.0,,7.0,,7.0
2017-11-11,HF,41.36337377238591,1.0,2.4,1.0,5.46,1.0,0.052,1.0,0.005,1.0,0.025,1.0,0.025,1.0,0.011,1.0,0.05,1.0,0.2,1.0,0.027,1.0,,7.0,,7.0
2017-11-11,WW,2.8885037550548818,1.0,5.0,1.0,6.36,1.0,0.2699999999999999,1.0,0.1,1.0,,4.0,0.74,1.0,0.31,1.0,0.59,1.0,1.7714285714285716,1.0,0.25,1.0,0.000175,1.0,0.1,1.0
